instance,task,episode,return,discounted_return
0,1,180,14.0,5.530835599868433
0,1,181,16.0,5.997012140773027
0,1,182,14.0,5.407883824276194
0,1,183,14.0,5.572401264085704
0,1,184,16.0,5.849780805217851
0,1,185,14.0,5.570755065149157
0,1,186,14.0,5.41784850051036
0,1,187,16.0,5.918227536847919
0,1,188,14.0,5.6032907118670545
0,1,189,14.0,5.998303502881585
0,1,190,14.0,5.489310445808592
0,1,191,6.0,2.717472528257276
0,1,192,10.0,4.339955983338415
0,1,193,12.0,4.938633847624875
0,1,194,10.0,3.520432042267778
0,1,195,8.0,2.93639852509801
0,1,196,6.0,2.413339677234479
0,1,197,2.0,1.07253645041437
0,1,198,8.0,2.063290233887983
0,1,199,4.0,1.0774406372723049
0,1,200,6.0,2.590698346049249
0,2,1,0,0.0
0,2,2,0,0.0
0,2,3,0,0.0
0,2,4,0,0.0
0,2,5,0,0.0
0,2,6,0,0.0
0,2,7,0,0.0
0,2,8,0,0.0
0,2,9,0,0.0
0,2,10,0,0.0
0,2,11,0,0.0
0,2,12,0,0.0
0,2,13,0,0.0
0,2,14,0,0.0
0,2,15,0,0.0
0,2,16,0,0.0
0,2,17,0,0.0
0,2,18,0,0.0
0,2,19,0,0.0
0,2,20,0,0.0
0,2,21,0,0.0
0,2,22,0,0.0
0,2,23,0,0.0
0,2,24,0,0.0
0,2,25,0,0.0
0,2,26,0,0.0
0,2,27,0,0.0
0,2,28,0,0.0
0,2,29,0,0.0
0,2,30,0,0.0
0,2,31,0,0.0
0,2,32,0,0.0
0,2,33,0,0.0
0,2,34,0,0.0
0,2,35,0,0.0
0,2,36,0,0.0
0,2,37,0,0.0
0,2,38,0,0.0
0,2,39,2.0,0.2874898743072496
0,2,40,0,0.0
0,2,41,0,0.0
0,2,42,2.0,0.3659130366181217
0,2,43,0,0.0
0,2,44,0,0.0
0,2,45,0,0.0
0,2,46,2.0,0.7697921577869691
0,2,47,0,0.0
0,2,48,0,0.0
0,2,49,0,0.0
0,2,50,0,0.0
0,2,51,0,0.0
0,2,52,0,0.0
0,2,53,0,0.0
0,2,54,0,0.0
0,2,55,0,0.0
0,2,56,0,0.0
0,2,57,2.0,0.429748895412159
0,2,58,0,0.0
0,2,59,0,0.0
0,2,60,0,0.0
0,2,61,0,0.0
0,2,62,0,0.0
0,2,63,0,0.0
0,2,64,0,0.0
0,2,65,0,0.0
0,2,66,0,0.0
0,2,67,0,0.0
0,2,68,0,0.0
0,2,69,0,0.0
0,2,70,0,0.0
0,2,71,0,0.0
0,2,72,0,0.0
0,2,73,0,0.0
0,2,74,0,0.0
0,2,75,2.0,0.7775678361484536
0,2,76,0,0.0
0,2,77,0,0.0
0,2,78,0,0.0
0,2,79,0,0.0
0,2,80,0,0.0
0,2,81,0,0.0
0,2,82,0,0.0
0,2,83,0,0.0
0,2,84,0,0.0
0,2,85,0,0.0
0,2,86,0,0.0
0,2,87,0,0.0
0,2,88,0,0.0
0,2,89,0,0.0
0,2,90,0,0.0
0,2,91,0,0.0
0,2,92,0,0.0
0,2,93,0,0.0
0,2,94,0,0.0
0,2,95,0,0.0
0,2,96,0,0.0
0,2,97,0,0.0
0,2,98,0,0.0
0,2,99,0,0.0
0,2,100,0,0.0
0,2,101,0,0.0
0,2,102,0,0.0
0,2,103,0,0.0
0,2,104,0,0.0
0,2,105,0,0.0
0,2,106,0,0.0
0,2,107,0,0.0
0,2,108,0,0.0
0,2,109,0,0.0
0,2,110,0,0.0
0,2,111,0,0.0
0,2,112,0,0.0
0,2,113,0,0.0
0,2,114,0,0.0
0,2,115,0,0.0
0,2,116,0,0.0
0,2,117,0,0.0
0,2,118,0,0.0
0,2,119,0,0.0
0,2,120,0,0.0
0,2,121,0,0.0
0,2,122,0,0.0
0,2,123,0,0.0
0,2,124,0,0.0
0,2,125,0,0.0
0,2,126,0,0.0
0,2,127,0,0.0
0,2,128,0,0.0
0,2,129,0,0.0
0,2,130,0,0.0
0,2,131,0,0.0
0,2,132,0,0.0
0,2,133,0,0.0
0,2,134,0,0.0
0,2,135,2.0,0.47518510957658605
0,2,136,0,0.0
0,2,137,0,0.0
0,2,138,0,0.0
0,2,139,0,0.0
0,2,140,2.0,0.3696091278970926
0,2,141,0,0.0
0,2,142,0,0.0
0,2,143,0,0.0
0,2,144,0,0.0
0,2,145,0,0.0
0,2,146,0,0.0
0,2,147,0,0.0
0,2,148,0,0.0
0,2,149,0,0.0
0,2,150,0,0.0
0,2,151,0,0.0
0,2,152,0,0.0
0,2,153,0,0.0
0,2,154,0,0.0
0,2,155,0,0.0
0,2,156,0,0.0
0,2,157,0,0.0
0,2,158,0,0.0
0,2,159,0,0.0
0,2,160,2.0,1.5094385744072651
0,2,161,0,0.0
0,2,162,0,0.0
0,2,163,0,0.0
0,2,164,0,0.0
0,2,165,2.0,1.524685428694207
0,2,166,0,0.0
0,2,167,0,0.0
0,2,168,0,0.0
0,2,169,0,0.0
0,2,170,6.0,3.867977584010509
0,2,171,0,0.0
0,2,172,6.0,3.2631568057482783
0,2,173,2.0,1.6858863867678535
0,2,174,0,0.0
0,2,175,0,0.0
0,2,176,0,0.0
0,2,177,2.0,1.6194557364425168
0,2,178,0,0.0
0,2,179,0,0.0
0,2,180,0,0.0
0,2,181,0,0.0
0,2,182,0,0.0
0,2,183,0,0.0
0,2,184,0,0.0
0,2,185,0,0.0
0,2,186,0,0.0
0,2,187,0,0.0
0,2,188,0,0.0
0,2,189,2.0,1.6858863867678535
0,2,190,0,0.0
0,2,191,0,0.0
0,2,192,0,0.0
0,2,193,0,0.0
0,2,194,0,0.0
0,2,195,0,0.0
0,2,196,0,0.0
0,2,197,0,0.0
0,2,198,8.0,4.501223988884277
0,2,199,0,0.0
0,2,200,6.0,3.868341077190735
0,3,1,0,0.0
0,3,2,0,0.0
0,3,3,0,0.0
0,3,4,0,0.0
0,3,5,0,0.0
0,3,6,0,0.0
0,3,7,0,0.0
0,3,8,0,0.0
0,3,9,0,0.0
0,3,10,2.0,0.3023058699062942
0,3,11,0,0.0
0,3,12,0,0.0
0,3,13,0,0.0
0,3,14,0,0.0
0,3,15,2.0,0.4169849234695225
0,3,16,0,0.0
0,3,17,0,0.0
0,3,18,0,0.0
0,3,19,0,0.0
0,3,20,2.0,0.563721391080927
0,3,21,0,0.0
0,3,22,0,0.0
0,3,23,0,0.0
0,3,24,0,0.0
0,3,25,0,0.0
0,3,26,10.0,3.405802005613799
0,3,27,0,0.0
0,3,28,2.0,1.524685428694207
0,3,29,2.0,0.4005540537149786
0,3,30,0,0.0
0,3,31,2.0,1.5556427187982933
0,3,32,0,0.0
0,3,33,0,0.0
0,3,34,2.0,1.5713562816144375
0,3,35,2.0,0.8013693059030811
0,3,36,0,0.0
0,3,37,0,0.0
0,3,38,0,0.0
0,3,39,2.0,1.4354610651965498
0,3,40,0,0.0
0,3,41,2.0,1.365109190020774
0,3,42,8.0,4.036529256438532
0,3,43,0,0.0
0,3,44,0,0.0
0,3,45,0,0.0
0,3,46,0,0.0
0,3,47,0,0.0
0,3,48,0,0.0
0,3,49,2.0,1.5556427187982933
0,3,50,0,0.0
0,3,51,0,0.0
0,3,52,0,0.0
0,3,53,0,0.0
0,3,54,0,0.0
0,3,55,0,0.0
0,3,56,0,0.0
0,3,57,0,0.0
0,3,58,0,0.0
0,3,59,2.0,1.324564081967967
0,3,60,0,0.0
0,3,61,2.0,1.3379435171393605
0,3,62,2.0,1.5400862916103102
0,3,63,0,0.0
0,3,64,0,0.0
0,3,65,0,0.0
0,3,66,0,0.0
0,3,67,2.0,1.6358138751944615
0,3,68,6.0,3.232247538021804
0,3,69,2.0,1.5556427187982933
0,3,70,0,0.0
0,3,71,0,0.0
0,3,72,0,0.0
0,3,73,0,0.0
0,3,74,2.0,1.5400862916103102
0,3,75,4.0,2.882674722762725
0,3,76,0,0.0
0,3,77,2.0,1.4499606719157068
0,3,78,0,0.0
0,3,79,0,0.0
0,3,80,0,0.0
0,3,81,0,0.0
0,3,82,2.0,1.6194557364425168
0,3,83,0,0.0
0,3,84,8.0,3.956985935660459
0,3,85,0,0.0
0,3,86,2.0,1.5556427187982933
0,3,87,0,0.0
0,3,88,0,0.0
0,3,89,0,0.0
0,3,90,2.0,1.2596472624064645
0,3,91,2.0,1.5713562816144375
0,3,92,2.0,1.051192975051124
0,3,93,0,0.0
0,3,94,0,0.0
0,3,95,2.0,1.0618110859102263
0,3,96,0,0.0
0,3,97,2.0,1.6358138751944615
0,3,98,0,0.0
0,3,99,0,0.0
0,3,100,0,0.0
0,3,101,6.0,4.2102585228745495
0,3,102,0,0.0
0,3,103,8.0,5.149676778160906
0,3,104,0,0.0
0,3,105,2.0,1.6523372476711733
0,3,106,0,0.0
0,3,107,4.0,2.8538479755350976
0,3,108,0,0.0
0,3,109,0,0.0
0,3,110,6.0,3.33580842915441
0,3,111,2.0,1.6858863867678535
0,3,112,0,0.0
0,3,113,2.0,1.6523372476711733
0,3,114,4.0,2.990280764810534
0,3,115,0,0.0
0,3,116,2.0,1.6858863867678535
0,3,117,0,0.0
0,3,118,4.0,3.014712046932617
0,3,119,0,0.0
0,3,120,4.0,0.9200121587934693
0,3,121,2.0,0.6424021491295828
0,3,122,4.0,1.900142579181296
0,3,123,14.0,4.880035938545551
0,3,124,10.0,5.212570227519605
0,3,125,10.0,3.1129962318648574
0,3,126,12.0,4.9831407873511075
0,3,127,6.0,1.5686908651749545
0,3,128,8.0,2.2457552752912164
0,3,129,12.0,4.348859413934002
0,3,130,12.0,5.122963364420091
0,3,131,16.0,6.381757004370716
0,3,132,12.0,3.974846179491657
0,3,133,16.0,6.3327728692560346
0,3,134,14.0,5.641165266228207
0,3,135,16.0,6.023052710219035
0,3,136,14.0,5.198236494864171
0,3,137,14.0,5.537806343947034
0,3,138,14.0,5.817987450390402
0,3,139,10.0,2.5660606069319263
0,3,140,16.0,5.904655463568048
0,3,141,16.0,6.983015861185638
0,3,142,16.0,6.1903363715619415
0,3,143,14.0,6.1126488550827816
0,3,144,16.0,6.591797014203648
0,3,145,16.0,5.375241633634502
0,3,146,14.0,5.952287604908486
0,3,147,14.0,5.781026549820606
0,3,148,18.0,7.489178442044922
0,3,149,16.0,6.383240443300819
0,3,150,14.0,5.792333236614001
0,3,151,16.0,6.246098014364766
0,3,152,16.0,6.247744483779827
0,3,153,14.0,5.945944746553371
0,3,154,16.0,6.76484257210468
0,3,155,16.0,6.379262355572827
0,3,156,16.0,6.242703117676095
0,3,157,16.0,6.333762926051626
0,3,158,14.0,5.629013122011172
0,3,159,14.0,5.735559696693348
0,3,160,16.0,6.294675912216522
0,3,161,16.0,6.15983229876677
0,3,162,14.0,5.766712738866225
0,3,163,16.0,6.029439891126278
0,3,164,18.0,7.203040293285241
0,3,165,12.0,4.263211759826394
0,3,166,16.0,6.951229913627688
0,3,167,16.0,6.440771918491206
0,3,168,16.0,5.9936412996484085
0,3,169,14.0,5.603873261649344
0,3,170,14.0,5.587472441390371
0,3,171,14.0,5.671058623411455
0,3,172,18.0,7.2483061830922155
0,3,173,16.0,6.367295894083748
0,3,174,16.0,6.387585218560634
0,3,175,16.0,6.865744664877664
0,3,176,16.0,5.965031073936224
0,3,177,16.0,6.175237797130129
0,3,178,16.0,6.255059518541679
0,3,179,12.0,4.853858476855234
0,3,180,14.0,5.676366099190959
0,3,181,14.0,5.870893009306906
0,3,182,16.0,6.323023942569572
0,3,183,16.0,6.364360929169574
0,3,184,12.0,5.61545552698102
0,3,185,16.0,6.365223417424841
0,3,186,14.0,5.404060362060504
0,3,187,16.0,6.665674198427522
0,3,188,16.0,6.760239836700964
0,3,189,14.0,5.96262710874338
0,3,190,16.0,6.023337487460751
0,3,191,16.0,6.012650979931213
0,3,192,16.0,6.482790940649161
0,3,193,14.0,5.813450929102133
0,3,194,18.0,7.393499750670541
0,3,195,16.0,6.678233846701053
0,3,196,14.0,5.896550539743585
0,3,197,16.0,6.007149150254427
0,3,198,14.0,4.896201887491154
0,3,199,16.0,5.980201105218175
0,3,200,14.0,6.1635421901468535
0,4,1,0,0.0
0,4,2,0,0.0
0,4,3,0,0.0
0,4,4,0,0.0
0,4,5,0,0.0
0,4,6,0,0.0
0,4,7,0,0.0
0,4,8,0,0.0
0,4,9,0,0.0
0,4,10,0,0.0
0,4,11,0,0.0
0,4,12,0,0.0
0,4,13,0,0.0
0,4,14,0,0.0
0,4,15,0,0.0
0,4,16,0,0.0
0,4,17,0,0.0
0,4,18,0,0.0
0,4,19,0,0.0
0,4,20,0,0.0
0,4,21,0,0.0
0,4,22,0,0.0
0,4,23,2.0,0.3444998603830028
0,4,24,0,0.0
0,4,25,0,0.0
0,4,26,2.0,0.5307324994954107
0,4,27,0,0.0
0,4,28,0,0.0
0,4,29,0,0.0
0,4,30,0,0.0
0,4,31,0,0.0
0,4,32,0,0.0
0,4,33,0,0.0
0,4,34,0,0.0
0,4,35,0,0.0
0,4,36,0,0.0
0,4,37,0,0.0
0,4,38,0,0.0
0,4,39,0,0.0
0,4,40,0,0.0
0,4,41,0,0.0
0,4,42,0,0.0
0,4,43,0,0.0
0,4,44,0,0.0
0,4,45,0,0.0
0,4,46,0,0.0
0,4,47,0,0.0
0,4,48,0,0.0
0,4,49,0,0.0
0,4,50,0,0.0
0,4,51,0,0.0
0,4,52,0,0.0
0,4,53,0,0.0
0,4,54,0,0.0
0,4,55,0,0.0
0,4,56,0,0.0
0,4,57,0,0.0
0,4,58,0,0.0
0,4,59,0,0.0
0,4,60,0,0.0
0,4,61,0,0.0
0,4,62,2.0,0.5201709227554521
0,4,63,0,0.0
0,4,64,0,0.0
0,4,65,0,0.0
0,4,66,0,0.0
0,4,67,0,0.0
0,4,68,0,0.0
0,4,69,0,0.0
0,4,70,0,0.0
0,4,71,0,0.0
0,4,72,0,0.0
0,4,73,0,0.0
0,4,74,0,0.0
0,4,75,0,0.0
0,4,76,0,0.0
0,4,77,0,0.0
0,4,78,0,0.0
0,4,79,0,0.0
0,4,80,0,0.0
0,4,81,0,0.0
0,4,82,0,0.0
0,4,83,0,0.0
0,4,84,0,0.0
0,4,85,0,0.0
0,4,86,0,0.0
0,4,87,0,0.0
0,4,88,0,0.0
0,4,89,0,0.0
0,4,90,0,0.0
0,4,91,0,0.0
0,4,92,0,0.0
0,4,93,0,0.0
0,4,94,0,0.0
0,4,95,0,0.0
0,4,96,0,0.0
0,4,97,0,0.0
0,4,98,0,0.0
0,4,99,0,0.0
0,4,100,0,0.0
0,4,101,0,0.0
0,4,102,0,0.0
0,4,103,0,0.0
0,4,104,0,0.0
0,4,105,0,0.0
0,4,106,0,0.0
0,4,107,0,0.0
0,4,108,0,0.0
0,4,109,0,0.0
0,4,110,0,0.0
0,4,111,0,0.0
0,4,112,0,0.0
0,4,113,0,0.0
0,4,114,0,0.0
0,4,115,0,0.0
0,4,116,0,0.0
0,4,117,0,0.0
0,4,118,0,0.0
0,4,119,0,0.0
0,4,120,0,0.0
0,4,121,0,0.0
0,4,122,0,0.0
0,4,123,0,0.0
0,4,124,0,0.0
0,4,125,0,0.0
0,4,126,0,0.0
0,4,127,0,0.0
0,4,128,0,0.0
0,4,129,0,0.0
0,4,130,0,0.0
0,4,131,0,0.0
0,4,132,0,0.0
0,4,133,0,0.0
0,4,134,0,0.0
0,4,135,0,0.0
0,4,136,0,0.0
0,4,137,0,0.0
0,4,138,0,0.0
0,4,139,0,0.0
0,4,140,0,0.0
0,4,141,0,0.0
0,4,142,0,0.0
0,4,143,0,0.0
0,4,144,0,0.0
0,4,145,0,0.0
0,4,146,0,0.0
0,4,147,0,0.0
0,4,148,0,0.0
0,4,149,0,0.0
0,4,150,0,0.0
0,4,151,0,0.0
0,4,152,0,0.0
0,4,153,0,0.0
0,4,154,0,0.0
0,4,155,0,0.0
0,4,156,0,0.0
0,4,157,0,0.0
0,4,158,0,0.0
0,4,159,0,0.0
0,4,160,0,0.0
0,4,161,0,0.0
0,4,162,0,0.0
0,4,163,0,0.0
0,4,164,0,0.0
0,4,165,0,0.0
0,4,166,0,0.0
0,4,167,0,0.0
0,4,168,0,0.0
0,4,169,0,0.0
0,4,170,0,0.0
0,4,171,0,0.0
0,4,172,0,0.0
0,4,173,0,0.0
0,4,174,0,0.0
0,4,175,0,0.0
0,4,176,0,0.0
0,4,177,0,0.0
0,4,178,0,0.0
0,4,179,0,0.0
0,4,180,0,0.0
0,4,181,0,0.0
0,4,182,0,0.0
0,4,183,0,0.0
0,4,184,0,0.0
0,4,185,0,0.0
0,4,186,0,0.0
0,4,187,0,0.0
0,4,188,0,0.0
0,4,189,0,0.0
0,4,190,0,0.0
0,4,191,0,0.0
0,4,192,0,0.0
0,4,193,0,0.0
0,4,194,0,0.0
0,4,195,2.0,1.0833701519337071
0,4,196,0,0.0
0,4,197,0,0.0
0,4,198,0,0.0
0,4,199,2.0,1.197912012932322
0,4,200,0,0.0
0,5,1,0,0.0
0,5,2,0,0.0
0,5,3,0,0.0
0,5,4,0,0.0
0,5,5,0,0.0
0,5,6,0,0.0
0,5,7,0,0.0
0,5,8,0,0.0
0,5,9,0,0.0
0,5,10,0,0.0
0,5,11,0,0.0
0,5,12,0,0.0
0,5,13,0,0.0
0,5,14,0,0.0
0,5,15,0,0.0
0,5,16,0,0.0
0,5,17,0,0.0
0,5,18,0,0.0
0,5,19,2.0,0.5694155465463909
0,5,20,0,0.0
0,5,21,0,0.0
0,5,22,0,0.0
0,5,23,0,0.0
0,5,24,2.0,0.4046000542575542
0,5,25,0,0.0
0,5,26,0,0.0
0,5,27,0,0.0
0,5,28,0,0.0
0,5,29,0,0.0
0,5,30,0,0.0
0,5,31,0,0.0
0,5,32,0,0.0
0,5,33,0,0.0
0,5,34,2.0,0.4169849234695225
0,5,35,0,0.0
0,5,36,0,0.0
0,5,37,0,0.0
0,5,38,0,0.0
0,5,39,0,0.0
0,5,40,0,0.0
0,5,41,0,0.0
0,5,42,0,0.0
0,5,43,0,0.0
0,5,44,0,0.0
0,5,45,0,0.0
0,5,46,0,0.0
0,5,47,0,0.0
0,5,48,0,0.0
0,5,49,0,0.0
0,5,50,0,0.0
0,5,51,0,0.0
0,5,52,0,0.0
0,5,53,0,0.0
0,5,54,0,0.0
0,5,55,0,0.0
0,5,56,0,0.0
0,5,57,0,0.0
0,5,58,0,0.0
0,5,59,0,0.0
0,5,60,0,0.0
0,5,61,0,0.0
0,5,62,0,0.0
0,5,63,0,0.0
0,5,64,0,0.0
0,5,65,0,0.0
0,5,66,0,0.0
0,5,67,0,0.0
0,5,68,0,0.0
0,5,69,0,0.0
0,5,70,0,0.0
0,5,71,0,0.0
0,5,72,0,0.0
0,5,73,0,0.0
0,5,74,0,0.0
0,5,75,0,0.0
0,5,76,0,0.0
0,5,77,0,0.0
0,5,78,0,0.0
0,5,79,0,0.0
0,5,80,0,0.0
0,5,81,0,0.0
0,5,82,0,0.0
0,5,83,0,0.0
0,5,84,0,0.0
0,5,85,0,0.0
0,5,86,0,0.0
0,5,87,0,0.0
0,5,88,0,0.0
0,5,89,0,0.0
0,5,90,0,0.0
0,5,91,0,0.0
0,5,92,0,0.0
0,5,93,0,0.0
0,5,94,0,0.0
0,5,95,0,0.0
0,5,96,0,0.0
0,5,97,0,0.0
0,5,98,0,0.0
0,5,99,0,0.0
0,5,100,0,0.0
0,5,101,0,0.0
0,5,102,0,0.0
0,5,103,0,0.0
0,5,104,0,0.0
0,5,105,0,0.0
0,5,106,0,0.0
0,5,107,0,0.0
0,5,108,0,0.0
0,5,109,0,0.0
0,5,110,0,0.0
0,5,111,0,0.0
0,5,112,0,0.0
0,5,113,0,0.0
0,5,114,0,0.0
0,5,115,0,0.0
0,5,116,0,0.0
0,5,117,0,0.0
0,5,118,0,0.0
0,5,119,0,0.0
0,5,120,0,0.0
0,5,121,0,0.0
0,5,122,0,0.0
0,5,123,0,0.0
0,5,124,0,0.0
0,5,125,0,0.0
0,5,126,0,0.0
0,5,127,0,0.0
0,5,128,0,0.0
0,5,129,0,0.0
0,5,130,0,0.0
0,5,131,0,0.0
0,5,132,0,0.0
0,5,133,0,0.0
0,5,134,0,0.0
0,5,135,0,0.0
0,5,136,0,0.0
0,5,137,0,0.0
0,5,138,0,0.0
0,5,139,0,0.0
0,5,140,0,0.0
0,5,141,0,0.0
0,5,142,0,0.0
0,5,143,0,0.0
0,5,144,0,0.0
0,5,145,0,0.0
0,5,146,0,0.0
0,5,147,0,0.0
0,5,148,0,0.0
0,5,149,0,0.0
0,5,150,0,0.0
0,5,151,0,0.0
0,5,152,0,0.0
0,5,153,0,0.0
0,5,154,0,0.0
0,5,155,0,0.0
0,5,156,0,0.0
0,5,157,0,0.0
0,5,158,0,0.0
0,5,159,0,0.0
0,5,160,0,0.0
0,5,161,0,0.0
0,5,162,0,0.0
0,5,163,0,0.0
0,5,164,0,0.0
0,5,165,0,0.0
0,5,166,0,0.0
0,5,167,0,0.0
0,5,168,0,0.0
0,5,169,0,0.0
0,5,170,0,0.0
0,5,171,0,0.0
0,5,172,0,0.0
0,5,173,0,0.0
0,5,174,0,0.0
0,5,175,0,0.0
0,5,176,0,0.0
0,5,177,0,0.0
0,5,178,0,0.0
0,5,179,0,0.0
0,5,180,0,0.0
0,5,181,0,0.0
0,5,182,0,0.0
0,5,183,0,0.0
0,5,184,0,0.0
0,5,185,0,0.0
0,5,186,0,0.0
0,5,187,0,0.0
0,5,188,0,0.0
0,5,189,0,0.0
0,5,190,0,0.0
0,5,191,0,0.0
0,5,192,0,0.0
0,5,193,0,0.0
0,5,194,0,0.0
0,5,195,0,0.0
0,5,196,0,0.0
0,5,197,0,0.0
0,5,198,0,0.0
0,5,199,0,0.0
0,5,200,0,0.0
0,6,1,0,0.0
0,6,2,0,0.0
0,6,3,0,0.0
0,6,4,0,0.0
0,6,5,0,0.0
0,6,6,0,0.0
0,6,7,0,0.0
0,6,8,0,0.0
